name,phone
Meskerem Girma,0931122334
Biniyam Teshome,
Etenesh Alemu,0945566778
Zelalem Yohannes,
Wossen Tesfaye,0918899001
Esubalew Mengistu,
Tirufelegn Hailu,0922233445
Selam Yimer,
Yohana Dejene,0935566778
Tsehay Gebremariam,
Mekdes Birru,0948899001
Abeba Lemma,
Getahun Tamiru,0911122334
Fikadu Asfaw,
Aster Endale,0924455667
Teshome Hailemariam,
Wubalem Wolde,0937788990
Solomon Getnet,
Emebet Birhan,0941122334
Bereket Mekonnen,
Frehiwot Endris,0914455667
Tigist Fikremariam,
Mesfin Gebeyehu,0927788990
Senait Teferra,
Elias Bekele,0931122334
Lidiya Girma,
Girma Teshome,0945566778
Woynishet Alemu,
Daniel Yohannes,0918899001
Hiwot Tesfaye,
Addisalem Mengistu,0922233445
Meselech Hailu,
Tadesse Yimer,0935566778
Roman Dejene,
Beza Gebremariam,0948899001
Yeabsira Birru,
Selamawit Lemma,0911122334
Nebiyu Tamiru,
Emebet Asfaw,0924455667
Tsinat Endale,
Yared Hailemariam,0937788990
Genet Wolde,
Dawit Getnet,0941122334
Sisay Birhan,
Hirut Mekonnen,0914455667
Brook Endris,
Kidist Fikremariam,0927788990
Amanuel Gebeyehu,
Tiruwork Teferra,0931122334
Meskerem Bekele,
Biniyam Girma,0945566778
Etenesh Teshome,
Zelalem Alemu,0918899001
Wossen Yohannes,
Esubalew Tesfaye,0922233445
Tirufelegn Mengistu,
Selam Hailu,0935566778
Yohana Yimer,
Tsehay Dejene,0948899001
Mekdes Gebremariam,
Abeba Birru,0911122334
Getahun Lemma,
Fikadu Tamiru,0924455667
Aster Asfaw,
Teshome Endale,0937788990
Wubalem Hailemariam,
Solomon Wolde,0941122334
Emebet Getnet,
Bereket Birhan,0914455667
Frehiwot Mekonnen,
Tigist Endris,0927788990
Mesfin Fikremariam,
Senait Gebeyehu,0931122334
Elias Teferra,
Lidiya Bekele,0945566778
Girma Girma,
Woynishet Teshome,0918899001
Daniel Alemu,
Hiwot Yohannes,0922233445
Addisalem Tesfaye,
Meselech Mengistu,0935566778
Tadesse Hailu,
Roman Yimer,0948899001
Beza Dejene,
Yeabsira Gebremariam,0911122334
Selamawit Birru,
Nebiyu Lemma,0924455667
Emebet Tamiru,
Tsinat Asfaw,0937788990
Yared Endale,
Genet Hailemariam,0941122334
Dawit Wolde,
Sisay Getnet,0914455667
Hirut Birhan,
Brook Mekonnen,0927788990
Kidist Endris,
Amanuel Fikremariam,0931122334
Tiruwork Gebeyehu,
Meskerem Teferra,0945566778
Biniyam Bekele,
Etenesh Girma,0918899001
Zelalem Teshome,
Wossen Alemu,0922233445
Esubalew Yohannes,
Tirufelegn Tesfaye,0935566778
Selam Mengistu,
Yohana Hailu,0948899001
Tsehay Yimer,
Mekdes Dejene,0911122334
Abeba Gebremariam,
Getahun Birru,0924455667
Fikadu Lemma,
Aster Tamiru,0937788990
Teshome Asfaw,
Wubalem Endale,0941122334
Solomon Hailemariam,
Emebet Wolde,0914455667
Bereket Getnet,
Frehiwot Birhan,0927788990
Tigist Mekonnen,
Mesfin Endris,0931122334
Senait Fikremariam,
Elias Gebeyehu,0945566778
Lidiya Teferra,
Girma Bekele,0918899001
Woynishet Girma,
Daniel Teshome,0922233445
Hiwot Alemu,
Addisalem Yohannes,0935566778
Meselech Tesfaye,
Tadesse Mengistu,0948899001
Roman Hailu,
Beza Yimer,0911122334
Yeabsira Dejene,
Selamawit Gebremariam,0924455667
Nebiyu Birru,
Emebet Lemma,0937788990
Tsinat Tamiru,
Yared Asfaw,0941122334
Genet Endale,
Dawit Hailemariam,0914455667
Sisay Wolde,
Hirut Getnet,0927788990
Brook Birhan,
Kidist Mekonnen,0931122334
Amanuel Endris,
Tiruwork Fikremariam,0945566778
Meskerem Gebeyehu,
Biniyam Teferra,0918899001
Etenesh Bekele,
Zelalem Girma,0922233445
Wossen Teshome,
Esubalew Alemu,0935566778
Tirufelegn Yohannes,
Selam Tesfaye,0948899001
Yohana Mengistu,
Tsehay Hailu,0911122334
Mekdes Yimer,
Abeba Dejene,0924455667
Getahun Gebremariam,
Fikadu Birru,0937788990
Aster Lemma,
Teshome Tamiru,0941122334
Wubalem Asfaw,
Solomon Endale,0914455667
Emebet Hailemariam,
Bereket Wolde,0927788990
Frehiwot Getnet,
Tigist Birhan,0931122334
Mesfin Mekonnen,
Senait Endris,0945566778
Elias Fikremariam,
Lidiya Gebeyehu,0918899001
Girma Teferra,
Woynishet Bekele,0922233445
Daniel Girma,
Hiwot Teshome,0935566778
Addisalem Alemu,
Meselech Yohannes,0948899001
Tadesse Tesfaye,
Roman Mengistu,0911122334
Beza Hailu,
Yeabsira Yimer,0924455667
Selamawit Dejene,
Nebiyu Gebremariam,0937788990
Emebet Birru,
Tsinat Lemma,0941122334
Yared Tamiru,
Genet Asfaw,0914455667
Dawit Endale,
Sisay Hailemariam,0927788990
Hirut Wolde,
Brook Getnet,0931122334
Kidist Birhan,
Amanuel Mekonnen,0945566778
Tiruwork Endris,
Meskerem Fikremariam,0918899001
Biniyam Gebeyehu,
Etenesh Teferra,0922233445
Zelalem Bekele,
Wossen Girma,0935566778
Esubalew Teshome,
Tirufelegn Alemu,0948899001
Selam Yohannes,
Yohana Tesfaye,0911122334
Tsehay Mengistu,
Mekdes Hailu,0924455667
Abeba Yimer,
Getahun Dejene,0937788990
Fikadu Gebremariam,
Aster Birru,0941122334
Teshome Lemma,
Wubalem Tamiru,0914455667
Solomon Asfaw,
Emebet Endale,0927788990
Bereket Hailemariam,
Frehiwot Wolde,0931122334
Tigist Getnet,
Mesfin Birhan,0945566778
Senait Mekonnen,
Elias Endris,0918899001
Lidiya Fikremariam,
Girma Gebeyehu,0922233445
Woynishet Teferra,
Daniel Bekele,0935566778
Hiwot Girma,
Addisalem Teshome,0948899001
Meselech Alemu,
Tadesse Yohannes,0911122334
Roman Tesfaye,
Beza Mengistu,0924455667
Yeabsira Hailu,
Selamawit Yimer,0937788990
Nebiyu Dejene,
Emebet Gebremariam,0941122334
Tsinat Birru,
Yared Lemma,0914455667
Genet Tamiru,
Dawit Asfaw,0927788990
Sisay Endale,
Hirut Hailemariam,0931122334
Brook Wolde,
Kidist Getnet,0945566778
Amanuel Birhan,
Tiruwork Mekonnen,0918899001
Meskerem Endris,
Biniyam Fikremariam,0922233445
Etenesh Gebeyehu,
Zelalem Teferra,0935566778
Wossen Bekele,
Esubalew Girma,0948899001
Tirufelegn Teshome,
Selam Alemu,0911122334
Yohana Yohannes,
Tsehay Tesfaye,0924455667
Mekdes Mengistu,
Abeba Hailu,0937788990
Getahun Yimer,
Fikadu Dejene,0941122334
Aster Gebremariam,
Teshome Birru,0914455667
Wubalem Lemma,
Solomon Tamiru,0927788990
Emebet Asfaw,
Bereket Endale,0931122334
Frehiwot Hailemariam,
Tigist Wolde,0945566778
Mesfin Getnet,
Senait Birhan,0918899001
Elias Mekonnen,
Lidiya Endris,0922233445
Girma Fikremariam,
Woynishet Gebeyehu,0935566778
Daniel Teferra,
Hiwot Bekele,0948899001
Addisalem Girma,
Meselech Teshome,0911122334
Tadesse Alemu,
Roman Yohannes,0924455667
Beza Tesfaye,
Yeabsira Mengistu,0937788990
Selamawit Hailu,
Nebiyu Yimer,0941122334
Emebet Dejene,
Tsinat Gebremariam,0914455667
Yared Birru,
Genet Lemma,0927788990
Dawit Tamiru,
Sisay Asfaw,0931122334
Hirut Endale,
Brook Hailemariam,0945566778
Kidist Wolde,
Amanuel Getnet,0918899001
Tiruwork Birhan,
Meskerem Mekonnen,0922233445
Biniyam Endris,
Etenesh Fikremariam,0935566778
Zelalem Gebeyehu,
Wossen Teferra,0948899001
Esubalew Bekele,
Tirufelegn Girma,0911122334
Selam Teshome,
Yohana Alemu,0924455667
Tsehay Yohannes,
Mekdes Tesfaye,0937788990
Abeba Mengistu,
Getahun Hailu,0941122334
Fikadu Yimer,
Aster Dejene,0914455667
Teshome Gebremariam,
Wubalem Birru,0927788990
Solomon Lemma,
Emebet Tamiru,0931122334
Bereket Asfaw,
Frehiwot Endale,0945566778
Tigist Hailemariam,
Mesfin Wolde,0918899001
Senait Getnet,
Elias Birhan,0922233445
Lidiya Mekonnen,
Girma Endris,0935566778
Woynishet Fikremariam,
Daniel Gebeyehu,0948899001
Hiwot Teferra,
Addisalem Bekele,0911122334
Meselech Girma,
Tadesse Teshome,0924455667
Roman Alemu,
Beza Yohannes,0937788990
Yeabsira Tesfaye,
Selamawit Mengistu,0941122334
Nebiyu Hailu,
Emebet Yimer,0914455667
Tsinat Dejene,
Yared Gebremariam,0927788990
Genet Birru,
Dawit Lemma,0931122334
Sisay Tamiru,
Hirut Asfaw,0945566778
Brook Endale,
Kidist Hailemariam,0918899001
Amanuel Wolde,
Tiruwork Getnet,0922233445
Meskerem Birhan,
Biniyam Mekonnen,0935566778
Etenesh Endris,
Zelalem Fikremariam,0948899001
Wossen Gebeyehu,
Esubalew Teferra,0911122334
Tirufelegn Bekele,
Selam Girma,0924455667
Yohana Teshome,
Tsehay Alemu,0937788990
Mekdes Yohannes,
Abeba Tesfaye,0941122334
Getahun Mengistu,
Fikadu Hailu,0914455667
Aster Yimer,
Teshome Dejene,0927788990
Wubalem Gebremariam,
Solomon Birru,0931122334
Emebet Lemma,
Bereket Tamiru,0945566778
Frehiwot Asfaw,
Tigist Endale,0918899001
Mesfin Hailemariam,
Senait Wolde,0922233445
Elias Getnet,
Lidiya Birhan,0935566778
Girma Mekonnen,
Woynishet Endris,0948899001
Daniel Fikremariam,
Hiwot Gebeyehu,0911122334
Addisalem Teferra,
Meselech Bekele,0924455667
Tadesse Girma,
Roman Teshome,0937788990
Beza Alemu,
Yeabsira Yohannes,0941122334
Selamawit Tesfaye,
Nebiyu Mengistu,0914455667
Emebet Hailu,
Tsinat Yimer,0927788990
Yared Dejene,
Genet Gebremariam,0931122334
Dawit Birru,
Sisay Lemma,0945566778
Hirut Tamiru,
Brook Asfaw,0918899001
Kidist Endale,
Amanuel Hailemariam,0922233445
Tiruwork Wolde,
Meskerem Getnet,0935566778
Biniyam Birhan,
Etenesh Mekonnen,0948899001
Zelalem Endris,
Wossen Fikremariam,0911122334
Esubalew Gebeyehu,
Tirufelegn Teferra,0924455667
Selam Bekele,
Yohana Girma,0937788990
Tsehay Teshome,
Mekdes Alemu,0941122334
Abeba Yohannes,
Getahun Tesfaye,0914455667
Fikadu Mengistu,
Aster Hailu,0927788990
Teshome Yimer,
Wubalem Dejene,0931122334
Solomon Gebremariam,
Emebet Birru,0945566778
Bereket Lemma,
Frehiwot Tamiru,0918899001
Tigist Asfaw,
Mesfin Endale,0922233445
Senait Hailemariam,
Elias Wolde,0935566778
Lidiya Getnet,
Girma Birhan,0948899001
Woynishet Mekonnen,
Daniel Endris,0911122334
Hiwot Fikremariam,
Addisalem Gebeyehu,0924455667
Meselech Teferra,
Tadesse Bekele,0937788990
Roman Girma,
Beza Teshome,0941122334
Yeabsira Alemu,
Selamawit Yohannes,0914455667
Nebiyu Tesfaye,
Emebet Mengistu,0927788990
Tsinat Hailu,
Yared Yimer,0931122334
Genet Dejene,
Dawit Gebremariam,0945566778
Sisay Birru,
Hirut Lemma,0918899001
Brook Tamiru,
Kidist Asfaw,0922233445
Amanuel Endale,
Tiruwork Hailemariam,0935566778
Meskerem Wolde,
Biniyam Getnet,0948899001
Etenesh Birhan,
Zelalem Mekonnen,0911122334
Wossen Endris,
Esubalew Fikremariam,0924455667
Tirufelegn Gebeyehu,
Selam Teferra,0937788990
Yohana Bekele,
Tsehay Girma,0941122334
Mekdes Teshome,
Abeba Alemu,0914455667
Getahun Yohannes,
Fikadu Tesfaye,0927788990
Aster Mengistu,
Teshome Hailu,0931122334
Wubalem Yimer,
Solomon Dejene,0945566778
Emebet Gebremariam,
Bereket Birru,0918899001
Frehiwot Lemma,
Tigist Tamiru,0922233445
Mesfin Asfaw,
Senait Endale,0935566778
Elias Hailemariam,
Lidiya Wolde,0948899001
Girma Getnet,
Woynishet Birhan,0911122334
Daniel Mekonnen,
Hiwot Endris,0924455667
Addisalem Fikremariam,
Meselech Gebeyehu,0937788990
Tadesse Teferra,
Roman Bekele,0941122334
Beza Girma,
Yeabsira Teshome,0914455667
Selamawit Alemu,
Nebiyu Yohannes,0927788990
Emebet Tesfaye,
Tsinat Mengistu,0931122334
Yared Hailu,
Genet Yimer,0945566778
Dawit Dejene,
Sisay Gebremariam,0918899001
Hirut Birru,
Brook Lemma,0922233445
Kidist Tamiru,
Amanuel Asfaw,0935566778
Tiruwork Endale,
Meskerem Hailemariam,0948899001
Biniyam Wolde,
Etenesh Getnet,0911122334
Zelalem Birhan,
Wossen Mekonnen,0924455667
Esubalew Endris,
Tirufelegn Fikremariam,0937788990
Selam Gebeyehu,
Yohana Teferra,0941122334
Tsehay Bekele,
Mekdes Girma,0914455667
Abeba Teshome,
Getahun Alemu,0927788990
Fikadu Yohannes,
Aster Tesfaye,0931122334
Teshome Mengistu,
Wubalem Hailu,0945566778
Solomon Yimer,
Emebet Dejene,0918899001
Bereket Gebremariam,
Frehiwot Birru,0922233445
Tigist Lemma,
Mesfin Tamiru,0935566778
Senait Asfaw,
Elias Endale,0948899001
Lidiya Hailemariam,
Girma Wolde,0911122334
Woynishet Getnet,
Daniel Birhan,0924455667
Hiwot Mekonnen,
Addisalem Endris,0937788990
Meselech Fikremariam,
Tadesse Gebeyehu,0941122334
Roman Teferra,
Beza Bekele,0914455667
Yeabsira Girma,
Selamawit Teshome,0927788990
Nebiyu Alemu,
Emebet Yohannes,0931122334
Tsinat Tesfaye,
Yared Mengistu,0945566778
Genet Hailu,
Dawit Yimer,0918899001
Sisay Dejene,
Hirut Gebremariam,0922233445
Brook Birru,
Kidist Lemma,0935566778
Amanuel Tamiru,
Tiruwork Asfaw,0948899001
Meskerem Endale,
Biniyam Hailemariam,0911122334
Etenesh Wolde,
Zelalem Getnet,0924455667
Wossen Birhan,
Esubalew Mekonnen,0937788990
Tirufelegn Endris,
Selam Fikremariam,0941122334
Yohana Gebeyehu,
Tsehay Teferra,0914455667
Mekdes Bekele,
Abeba Girma,0927788990
Getahun Teshome,
Fikadu Alemu,0931122334
Aster Yohannes,
Teshome Tesfaye,0945566778
Wubalem Mengistu,
Solomon Hailu,0918899001
Emebet Yimer,
Bereket Dejene,0922233445
Frehiwot Gebremariam,
Tigist Birru,0935566778
Mesfin Lemma,
Senait Tamiru,0948899001
Elias Asfaw,
Lidiya Endale,0911122334
Girma Hailemariam,
Woynishet Wolde,0924455667
Daniel Getnet,
Hiwot Birhan,0937788990
Addisalem Mekonnen,
Meselech Endris,0941122334
Tadesse Fikremariam,
Roman Gebeyehu,0914455667
Beza Teferra,
Yeabsira Bekele,0927788990
Selamawit Girma,
Nebiyu Teshome,0931122334
Emebet Alemu,
Tsinat Yohannes,0945566778
Yared Tesfaye,
Genet Mengistu,0918899001
Dawit Hailu,
Sisay Yimer,0922233445
Hirut Dejene,
Brook Gebremariam,0935566778
Kidist Birru,
Amanuel Lemma,0948899001
Tiruwork Tamiru,
Meskerem Asfaw,0911122334
Biniyam Endale,
Etenesh Hailemariam,0924455667
Zelalem Wolde,
Wossen Getnet,0937788990
Esubalew Birhan,
Tirufelegn Mekonnen,0941122334
Selam Endris,
Yohana Fikremariam,0914455667
Tsehay Gebeyehu,
Mekdes Teferra,0927788990
Abeba Bekele,
Getahun Girma,0931122334
Fikadu Teshome,
Aster Alemu,0945566778
Teshome Yohannes,
Wubalem Tesfaye,0918899001
Solomon Mengistu,
Emebet Hailu,0922233445
Bereket Yimer,
Frehiwot Dejene,0935566778
Tigist Gebremariam,
Mesfin Birru,0948899001
Senait Lemma,
Elias Tamiru,0911122334
Lidiya Asfaw,
Girma Endale,0924455667
Woynishet Hailemariam,
Daniel Wolde,0937788990
Hiwot Getnet,
Addisalem Birhan,0941122334
Meselech Mekonnen,
Tadesse Endris,0914455667
Roman Fikremariam,
Beza Gebeyehu,0927788990
Yeabsira Teferra,
Selamawit Bekele,0931122334
Nebiyu Girma,
Emebet Teshome,0945566778
Tsinat Alemu,
Yared Yohannes,0918899001
Genet Tesfaye,
Dawit Mengistu,0922233445
Sisay Hailu,
Hirut Yimer,0935566778
Brook Dejene,
Kidist Gebremariam,0948899001
Amanuel Birru,
Tiruwork Lemma,0911122334
Meskerem Tamiru,
Biniyam Asfaw,0924455667
Etenesh Endale,
Zelalem Hailemariam,0937788990
Wossen Wolde,
Esubalew Getnet,0941122334
Tirufelegn Birhan,
Selam Mekonnen,0914455667
Yohana Endris,
Tsehay Fikremariam,0927788990
Mekdes Gebeyehu,
Abeba Teferra,0931122334
Getahun Bekele,
Fikadu Girma,0945566778
Aster Teshome,
Teshome Alemu,0918899001
Wubalem Yohannes,
Solomon Tesfaye,0922233445
Emebet Mengistu,
Bereket Hailu,0935566778
Frehiwot Yimer,
Tigist Dejene,0948899001
Mesfin Gebremariam,
Senait Birru,0911122334
Elias Lemma,
Lidiya Tamiru,0924455667
Girma Asfaw,
Woynishet Endale,0937788990
Daniel Hailemariam,
Hiwot Wolde,0941122334
Addisalem Getnet,
Meselech Birhan,0914455667
Tadesse Mekonnen,
Roman Endris,0927788990
Beza Fikremariam,
Yeabsira Gebeyehu,0931122334
Selamawit Teferra,
Nebiyu Bekele,0945566778
Emebet Girma,
Tsinat Teshome,0918899001
Yared Alemu,
Genet Yohannes,0922233445
Dawit Tesfaye,
Sisay Mengistu,0935566778
Hirut Hailu,
Brook Yimer,0948899001
Kidist Dejene,
Amanuel Gebremariam,0911122334
Tiruwork Birru,
Meskerem Lemma,0924455667
Biniyam Tamiru,
Etenesh Asfaw,0937788990
Zelalem Endale,
Wossen Hailemariam,0941122334
Esubalew Wolde,
Tirufelegn Getnet,0914455667
Selam Birhan,
Yohana Mekonnen,0927788990
Tsehay Endris,
Mekdes Fikremariam,0931122334
Abeba Gebeyehu,
Getahun Teferra,0945566778
Fikadu Bekele,
Aster Girma,0918899001
Teshome Teshome,0922233445
Wubalem Alemu,
Solomon Yohannes,0935566778
Emebet Tesfaye,
Bereket Mengistu,0948899001
Frehiwot Hailu,
Tigist Yimer,0911122334
Mesfin Dejene,
Senait Gebremariam,0924455667
Elias Birru,
Lidiya Lemma,0937788990
Girma Tamiru,
Woynishet Asfaw,0941122334
Daniel Endale,
Hiwot Hailemariam,0914455667
Addisalem Wolde,
Meselech Getnet,0927788990
Tadesse Birhan,
Roman Mekonnen,0931122334
Beza Endris,
Yeabsira Fikremariam,0945566778
Selamawit Gebeyehu,
Nebiyu Teferra,0918899001
Emebet Bekele,
Tsinat Girma,0922233445
Yared Teshome,
Genet Alemu,0935566778
Dawit Yohannes,
Sisay Tesfaye,0948899001
Hirut Mengistu,
Brook Hailu,0911122334
Kidist Yimer,
Amanuel Dejene,0924455667
Tiruwork Gebremariam,
Meskerem Bir
